[로그 시작] 클라이언트 1 로그 파일
[파일 선택] c:\Github\G1HW3\G1HW3/Expression1.txt
[915번 수식 전송]: 7+3-2/4-1*5*1/6+4*6/10/5*1/1/3-3-8+3+9*9+7/10-4-4*2*10*6-6/3-6*5/2-8+10-5/8/2-2-4-7-9/6*1*1*5-6
[904번 결과 수신]: -111.89523809523808
[905번 결과 수신]: 69.44285714285715
[916번 수식 전송]: 8+3*4+9*7/7-9*4/5-10+9/6-2*3/3-6+6+8-5-1/9+2+4*5-4*1+9-4/2/9*10
[906번 결과 수신]: 3231.045634920635
[917번 수식 전송]: 4/9*7/2*7/2-3+5+1-7/1-3*10+7+4*4-4*1*10+2+3+1*6
[907번 결과 수신]: -44.72380952380952
[918번 수식 전송]: 2/6/8+8+5/8+10/8-4*1-2-4
[908번 결과 수신]: -26.720000000000002
[919번 수식 전송]: 5+9-7-4+2/4*8-5+9/5-1/4-7+4/5-6/1+1-9*2*5-1/4/4-4+9/4*10
[909번 결과 수신]: 92.9920634920635
[920번 수식 전송]: 8*7/3/1*7/4*2-4*5+8+5-2-5+4*7*7*6+5-5-5-4-4*5/1/9-8+4+6
[910번 결과 수신]: -2259.24858276644
[921번 수식 전송]: 9*2/7+6-5*2-9*8+8/9/6/8+3/4/4/4-1/10+10
[911번 결과 수신]: -183.803835978836
[922번 수식 전송]: 6-7-5/2-6/7*3*10+4+3+4*9-6-4/2+8*1/4/3*10*7*6*6/9*5+2+10-10/1*5-3*6-1-9/5/4*1/8*1*10-4*8+4+3
[912번 결과 수신]: -4970.308333333333
[923번 수식 전송]: 9/8/2-3/1-2*6+1*9*9-9+3+6/7-8-10*4/10/9*10
[913번 결과 수신]: 24.833333333333332
[924번 수식 전송]: 8/8/5*2*7/2+9-9*7*9+8+2+7-9-5+6+7+10-7+6+5-5*3+7-4/4*5+5/6*3-5*5-3-3-10*4*7/1+5*7*1/6+9+10*10-3-4/7/4
[914번 결과 수신]: 30.143898809523808
[925번 수식 전송]: 6-9/10-6*5/10+9+7*8*10-5+3/1-2*7*8+1*3-10-4*9+6-10+5*6*1*9*10/9*10*5*7-9+9+5+5/1+5+6/6+5-1/1*7-5
[915번 결과 수신]: -443.28583333333336
[926번 수식 전송]: 6*7+6*1-3+2*4/3/6-8+4+6+1/7/4+3+2*5+2-4-2/4/4+6/10+2/6+8
[916번 결과 수신]: 38.96666666666667
[917번 결과 수신]: -34.55555555555556
[927번 수식 전송]: 3-8+4*8+4*10*6*7-6*2/10*8*8+3*6*2/7/6+2-7+2+8/2*10*8+6+9*7+2*4/8*7+9-1*7-2+3-1+5
[918번 결과 수신]: -0.08333333333333393
[928번 수식 전송]: 3+8/3/4*6-4/10-5/10-5-4*9-3-7*1/10*5-6+9-9-5*8/6*6/4/1/2-3+8-5-5-10/7-5+5*9*8+8+7-4*7/8*1+6/2+4-9
[919번 결과 수신]: -79.2125
[929번 수식 전송]: 1/1+9/7*4*10/10/8+5*9/3+7-6/8+3/7/7+9/10+10*8+8+7*4+4/9
[920번 결과 수신]: 1218.111111111111
[930번 수식 전송]: 10-5*9/9*5-9*6/9/3*7-2-2*6-7
[921번 결과 수신]: -63.463177910052906
[931번 수식 전송]: 2+9/5/1/4*7*3/3-6*4-1-2-7-9-3-3*6-10-1-7+7+10+10*7+5+4*6+7/3/3+10+10/2*6*6-10+5+6/10
[922번 결과 수신]: 856.5565476190476
[932번 수식 전송]: 7+1/8-8*7+3/9+6-6/5-1/5-1*5-3
[923번 결과 수신]: 48.97519841269841
[933번 수식 전송]: 1*4*4-5*4-2/3*4-2-5*9/10*1+4
[924번 결과 수신]: -736.4095238095238
[934번 수식 전송]: 9+1-4*6/8*2/1/2+6*3+8*6+2*4-7/2-1-2/1+4*1*9+4/2*2/4*10/6+6*7*5*4
[925번 결과 수신]: 105419.1
[935번 수식 전송]: 1-7+6+3*10/7*2/5/4/5/6-9*2-5*5+7/2-3-5/1*5-10-1/1/4*3-5+3
[926번 결과 수신]: 67.28849206349207
[936번 수식 전송]: 3*4+3+6/1/2*7*4+5+5-4*10*1
[927번 결과 수신]: 2031.057142857143
[937번 수식 전송]: 5+7/3*4*7/8*3/5-10-10-5/9+3
[928번 결과 수신]: 305.6714285714286
[938번 수식 전송]: 8-2+8*4/8+4/10*1-4+2-6*1*7*8*5+2*2+5/10-8*10/10+3-1-7-2+5/9+1*6-10-2*4-6*3/9/10*6/4*8*3-9/5-5+8+6+9
[929번 결과 수신]: 140.2985260770975
[939번 수식 전송]: 3+8+6/1/4+2-1/4-3/9/8*8+2/10/2-9*2*6*9/9-10*7*7-5/8-1*6*8/10-6/6-5-3-4*7/3-5
[930번 결과 수신]: -50.0
[940번 수식 전송]: 1/5+10+5-1/9/2-4*2-4+1+7/8/7-1-8-7/3+10*4+10+10-2/5-6*9*8/5
[931번 결과 수신]: 225.52777777777777
[941번 수식 전송]: 4+4+1*2-3/5+3-8/8-3+1/3+2*1*4*4+6/2/3/4
[932번 결과 수신]: -51.94166666666667
[942번 수식 전송]: 8-2*6*4*5*10+7-3+2/8/9*8/2-9+9+10-7+4-2/5-10*2
[933번 결과 수신]: -9.166666666666666
[943번 수식 전송]: 7-1/8/1*3*4/3+5+4+6*1+9*7/8*1+3-5-10
[934번 결과 수신]: 952.1666666666666
[944번 수식 전송]: 7*2/3-3/6/8/3/5+4+10+3*5*3/10/9+2*5-6-7/8*5/8-7+1+5/4+8
[935번 결과 수신]: -80.23571428571428
[945번 수식 전송]: 7+9*6-4-2-6*8-4+7/6/5-9+8+5*8*9/8+2
[946번 수식 전송]: 2*3*6+9/10+4-9*8+7/5+4*4/7+3/6/10-7-1/8*6*1/5/1+4*2*5+1+7/7*5+9+9-6/4*6/9/9*4-4-10-1+10+2/3-4+8*1-5+8/8
[936번 결과 수신]: 69.0
[947번 수식 전송]: 9+3*3/10*8*1/4/5-9/9*7+3
[948번 수식 전송]: 6-7+7/5+7*8/9/7+8/4*9*6/9-4*7/6+1*3*2+3*2+3+5+1-3+1*4*10*7*6-6*4-6/2*7/7-6*4+1-6-4+2+10-7*1
[937번 결과 수신]: -7.655555555555555
[949번 수식 전송]: 8/1-9+8+2-4*1+9+9-3/1+3-4/4+8-9-8*10+1/4/6*4-10+7+2+9*3*10+9+4/1/5
[938번 결과 수신]: -1684.5444444444443
[939번 결과 수신]: -612.7416666666667
[950번 수식 전송]: 1+3/9/2+10/3+4-1-8/6*5-1*9*8/4/7/9+7-7/9*6-1-1+6/7
[940번 결과 수신]: -33.863888888888894
[951번 수식 전송]: 5+1+10*3+10/3*7-1/3-3/2
[941번 결과 수신]: 40.983333333333334
[952번 수식 전송]: 5-2-9+4-1-3/9-1*7*8-9*8/10/8+5+1*4*4+6/7-10*4/10+7-8+10/4+9-5+8*2-9+3-9-8/7+2/2-2+6-2-1+3-10*5/5
[942번 결과 수신]: -2401.288888888889
[953번 수식 전송]: 9+2/8-5+5-3*7/10/4/2/3+5/10-3*7+3-6-1/5
[954번 수식 전송]: 3+5*8/7-9*3/5/5*3*1+8/6*10/1
[943번 결과 수신]: 17.375
[955번 수식 전송]: 1/6*10*6+6+1*8*6+2-10*7*1-5+8+2/9
[944번 결과 수신]: 25.865625
[956번 수식 전송]: 2/3-8-4*2/8-10*6/7+8-4/10*10-2-1*4-4-10-9-2+9+5*7+3*8+4*4/5+2-8-8/5/9-1+9*4+5*7+5
[945번 결과 수신]: 49.233333333333334
[957번 수식 전송]: 2-9-2+10/4-10*3+1/4+10*1*6/8-4*7-7+4+7+6*9/9+4-9+5/7+8*2
[946번 결과 수신]: 24.707936507936513
[958번 수식 전송]: 1*8*2-5*8*3/10/8+2-1*2*2+8-5+3/5*1-5/10-7*10-9-7+2
[947번 결과 수신]: 5.359999999999999
[959번 수식 전송]: 10*8+2/10*10-6-5/2-2+5-3+3-9/8/7/3+8*10/2/5+1+8+7/5*5+9-2*8/7-3/9-2+4
[948번 결과 수신]: 1651.6222222222223
[960번 수식 전송]: 6-4-8+7+9*1-3*3+5+10+6+9+2+5/6*5/4*7+3-9-7+6+2/6+2+1*7-10-1
[949번 결과 수신]: 219.96666666666667
[961번 수식 전송]: 1+4+7*2-1/9/2-4/10*7+4+3-5*10+6-1*7+6+8/4-8-3/4+8/4+5-9/9/6*6/1+5
[950번 결과 수신]: 1.7380952380952386
[962번 수식 전송]: 2*8+10+7-10+8/8-3-8/5-3+1
[951번 결과 수신]: 57.5
[963번 수식 전송]: 8/5-8+1+6/9/4/7/2+3-4*8-1*4/9-6+5+8/7/9+4
[952번 결과 수신]: -42.019047619047626
[964번 수식 전송]: 1+1/10*3-6+9-6/8*9/10/1/10+1-3*6/7+8-5+3*9-5-6-8/8+2-8*5*7-7
[965번 수식 전송]: 2/6-10/3+6/1+5+4-8*5-10/6+2-9/8-2+3+1+3-9-9*3/2/2*8+7*4-4*1/4+5/10-10-6
[953번 결과 수신]: -14.5375
[966번 수식 전송]: 7+9*8-4+4-2*6*10*10-1*9-7+9+8+6/3*9+2*3*2*7/2-10*3/9/9*6/2-6-10*6/4+3*7/4-10*2+4+7
[954번 결과 수신]: 18.80761904761905
[967번 수식 전송]: 4-7+9/10-3+8/4*9-3/1-6/5
[955번 결과 수신]: -0.7777777777777778
[968번 수식 전송]: 3+4+8-1*9*6+5*1-10*4+2+10-10/3-4-7+1/4*8+8/1+9*1/5+9-2*7/1+3-6*5*10*6-3+9/6*3-4-7-1-9-8+9
[956번 결과 수신]: 96.11746031746031
[969번 수식 전송]: 9/6/10+2*2*2+1-1-2-3*6*2+3-4*4/9/5-5-2/8/6*8+8+4/3/5+10
[957번 결과 수신]: -35.035714285714285
[970번 수식 전송]: 9/2*3+3+4*6-4/3-10-5/3+7/9/4/2/5/4*6-10/1/7/8
[958번 결과 수신]: -68.4
[971번 수식 전송]: 4/7/2-8+4-6+1+7-7*10-2/6*2*9+3/6*5*8/2*7*7/8/9+9*6+5-2+2/4*8/9
[959번 결과 수신]: 108.82738095238095
[972번 수식 전송]: 10+1+3-6-7-9*6-1*9-6/10
[973번 수식 전송]: 3-10-7-2+10/1/4*5/10+9/8+10-8-3-7*3*3-3
[974번 수식 전송]: 7*9/8+2/9+8-3-10+3+3+4-8*5*10/3+2+2-3/5+3+6+5-7-6/5+1/9/7-5-7-9+6-2/6/4+9/2-8
[960번 결과 수신]: 31.625
[975번 수식 전송]: 4+8*9*1-2/5*5/10/4*9*7-10+3/2+5/4+5*7/6+1*9-9/5-5+6-2*7-10+5+1/7-10/4/3-10/6/1-5
[961번 결과 수신]: -17.605555555555558
[976번 수식 전송]: 5/3-9-9-1+4/10/9/2/9-8-4*1-1+6+10/1+2+6*1+4+10*5-4-10*6+4-7+4-3/6/1*6-1*7-5+2-4
[962번 결과 수신]: 17.4
[977번 수식 전송]: 10/9/2*2*9*1/9+10/7*3+9-8-8/2-4-6/6+9-10-9/10*9*1/2*5+4-3+7
[963번 결과 수신]: -31.705555555555556
[978번 수식 전송]: 4/10/2/6-10-1-2+4-5+7-2/8*7-5
[964번 결과 수신]: -264.3389285714286
[979번 수식 전송]: 5*10-3*9+9*10+4/1*10-9+7/8+8/3*8*2*2/1-10*10
[965번 결과 수신]: -75.29166666666667
[980번 수식 전송]: 2-10-7/4+8*1/10-1+2-5+5-2+7*5*7*9/6/7*7+4+2/1/3*6*1
[966번 결과 수신]: -1085.861111111111
[967번 결과 수신]: 8.700000000000001
[981번 수식 전송]: 2-10-1/3*10*1/5/4*3*4/8+4/10*6*5+2*2*5/1+2-6*2/3+6-7*1
[982번 수식 전송]: 1+9*6*2-4+7+8*9+1/7/8+9/8
[983번 수식 전송]: 4+8+4/6*5/9+5*6+2/3*2+10-4/2/1-5*2/1/9+9+3/2+9*1+6+7-3-4-7/3/1
[984번 수식 전송]: 1-7*2/5/7*8-5+10*7/4*4-8+9/2+7*1*8*7-10+9*6+7-10*2*1+9+10*8-6
[985번 수식 전송]: 4/3*4*5*9*1*1-8/10+7/7+8*6/4+7-2+3+1-2*2+8/4+7-9-5/7/1+5+1/1-2/10
[968번 결과 수신]: -1885.0333333333333
[986번 수식 전송]: 6-3-5+4-3*2+1-1+4-4+10*5/6-9*9*8/9-9+2*2+1-7*7+1*1+6+4/3-10+1+10*7
[987번 수식 전송]: 6*5*3-8-8-8-7+7/6/3-10/6*9
[969번 결과 수신]: -14.272222222222226
[988번 수식 전송]: 6+7/10-8/6/6+10*8-3-8+7-6+1-4
[970번 결과 수신]: 27.350595238095234
[989번 수식 전송]: 1/7+4/7+1-7-6*3*3-4-2+8-8-5/4-1-1-1/9*8+4-3*10-8+2-5*4-2-8+9*7+4+8+7*2*7-8-5/2*1+7/9+10-3/7*10*4/2+4/4
[971번 결과 수신]: -13.46428571428572
[990번 수식 전송]: 7+7*5-10/7*7*4/6+7-4*6-5*2/3-5*2-3-3*5+5+2+8+10*1*5-5*5/6*5*5+10*5+8/1-7/4/5+2+5
[972번 결과 수신]: -62.6
[991번 수식 전송]: 1/8/2-5-1+3+10/2+5*10-7/8+10-4+3/1+6-8*5/3+10/4+9/4+10+9/9/4-6
[973번 결과 수신]: -80.625
[992번 수식 전송]: 9/10*10/1/9*1-5+6+4/9+10/4/4*5*6-10-10+5*10*8+4+2+8*8/6/2*9*6*6+1+7*7+6/5+1+3*2*6/5*1
[974번 결과 수신]: -129.6035714285714
[993번 수식 전송]: 5-3*1*2+7/9/5*3+7*9-3/3-9-3/3-3*1/5+4/5-3/8/2
[975번 결과 수신]: 53.27619047619047
[994번 수식 전송]: 3+8/4+5/9/9*3/8/3+2+8/1*5*9-10/8/1-10*8-3-6*2+7+7-2+3*8/8+1/5/9-10-8*4+8/10*2+7
[976번 결과 수신]: -32.330864197530865
[995번 수식 전송]: 1/4-4*10*5-2-1-7/3/7+10*4*2+5-8+5-7*6/10/10+5+9/3+4*5+9-9-10/8+10-1*1*3-2-10-2/9*8*1+10*4*10
[977번 결과 수신]: -15.853174603174601
[996번 수식 전송]: 9-3*9-3*1+7-9+5-10/2+10+7/5*4-2/3*7
[978번 결과 수신]: -13.716666666666667
[997번 수식 전송]: 8-8-9+10/1-1/5-8/9*9*6/3*2-5*7*6+4
[979번 결과 수신]: 130.20833333333331
[998번 수식 전송]: 7+5*3*1*6*6-7+9/8/7/8*2*1+1-4-7*2*5*3-9-4*1/10*4*1/8+5-10/2-2/9/3*9/4+2+7/9/9-8-3/1+9*4/10/1/8
[980번 결과 수신]: 365.55
[999번 수식 전송]: 2+3/9+3*3/6/10+6+6*5/9+9-1-1-4+2-7*4+4-6
[981번 결과 수신]: 20.75
[1000번 수식 전송]: 8+1+6*5-9-7-7-1*6/5+6/10*10*2+7*5-6+1/3/3-8-7-7/4+3*1*10-7*5
[982번 결과 수신]: 185.14285714285714
[983번 결과 수신]: 73.75925925925925
[984번 결과 수신]: 565.3
[985번 결과 수신]: 262.2857142857142
[986번 결과 수신]: -51.33333333333334
[987번 결과 수신]: 44.388888888888886
[988번 결과 수신]: 73.47777777777777
[989번 결과 수신]: 34.281746031746046
[990번 결과 수신]: 12.483333333333315
[991번 결과 수신]: 61.85416666666666
[992번 결과 수신]: 2194.594444444444
[993번 결과 수신]: 51.479166666666664
[994번 결과 수신]: 252.37993827160497
[995번 결과 수신]: 298.4688888888889
[996번 결과 수신]: -12.066666666666666
[997번 결과 수신]: -237.2
[998번 결과 수신]: 309.2099316578483
[999번 결과 수신]: -13.18333333333333
[1000번 결과 수신]: 34.16111111111111
[종료 요청] 1000개의 결과 수신 완료, 서버에 종료 요청 전송
[연결 종료] 서버와의 연결이 종료됨.
