[로그 시작] 클라이언트 2 로그 파일
[파일 선택] c:\Github\G1HW3\G1HW3/Expression2.txt
[917번 수식 전송]: 2+9+5/7/9/4+10/10+7+8-7*3*2-2-1*5-8-5-6-3*10+8+10+6/1+10*2-6
[906번 결과 수신]: -461.1111111111111
[918번 수식 전송]: 2-7*6*9+3*1/2*1*1*9+1-4-9*4-7/4/3*8+8+3*7*5/6/7+4+6+8-5-5+3-7+1
[907번 결과 수신]: -1.5
[919번 수식 전송]: 4/9*6-10*10/3/7*3-3+1+6/3+1+1*5*3*10-5+4/4+7*1+4*3*6
[908번 결과 수신]: 1789.6666666666665
[920번 수식 전송]: 5-10*5/3/1*7-8/10+2-5*4-6/9-1-2/6-3*2/10-5*7*4
[909번 결과 수신]: -16.769841269841272
[921번 수식 전송]: 8-5+6*3-4/9-10-6+4+1-3+2-4*1/2+2-1+2/10-5-6-2/5/3*8
[910번 결과 수신]: -82.14285714285714
[922번 수식 전송]: 9/9+8/4+1-8+1+6*3/5-7/2-8*8-6+2*7-10+10+4*5/4/1*9-1-6-2/2/3*2/4-1/3-6
[911번 결과 수신]: 117.96666666666667
[923번 수식 전송]: 10+9+1-5-10-9/3/8+7/1+2*4-4-8+1+6*9/8-6-10-9+6+6*7/8+8/10*1+10/9/3+8*5*7-3-10/4-9+10/1+2+6/10
[912번 결과 수신]: 7411.5
[924번 수식 전송]: 4+6-9+7/7-5*5-10+2*6+8+2-2/1
[913번 결과 수신]: -92.72666666666666
[925번 수식 전송]: 6-1-2*2+7-9+10-8-4+4+4+2/8/2*7+9+4*4/10-7-1-7/2*5*2-4/8-5
[914번 결과 수신]: 97.2
[915번 결과 수신]: 962.6428571428571
[926번 수식 전송]: 5-8*5/6/8+9*8-7*6+6/9-5*4-6-9*6*5*5*3*8/7
[916번 결과 수신]: -79.76243386243387
[927번 수식 전송]: 5*2+9+10/6+2-1*10-8*2+5+1-6-9*10/3-4/1-9-7/8-8*3/7
[917번 결과 수신]: -32.980158730158735
[928번 수식 전송]: 1*10+9*7+2/9*1*1/1-8/6-5/10*1+10*6+1*7/5-4-10
[929번 수식 전송]: 9/1-8*8*9/1*1*4-1*3+9*9+9+6*4/9*9/2-2/10*8-4-8/2-9*7-6-3-2*1*6+10+4/4/1+7/6*4-2
[918번 결과 수신]: -390.6666666666667
[919번 결과 수신]: 214.38095238095238
[930번 수식 전송]: 2+5+2-5*5+4+1*5/4-7/10/8/1/1+9+8*8+6*1+6-10*1-6/3+4
[920번 결과 수신]: -273.06666666666666
[931번 수식 전송]: 9-1/4+1*8+6*2-1/10*4+6-1+7*10-6*1+1*10
[921번 결과 수신]: -4.311111111111109
[932번 수식 전송]: 4/5-2*9/8-6/4*9+4+6*1/5-5-9-6/8/8+7*2-2/6-4*1
[922번 결과 수신]: -27.400000000000006
[933번 수식 전송]: 8-5+1*6-8*10+9+4-2*3+7/1*8*10+2/5*3-6-2*9+3*3+9/1-3-9+2-10/9+9-10+4*7-3/4*4*4*9/10*5-5+4-1-1/10+7
[923번 결과 수신]: 280.8953703703704
[934번 수식 전송]: 10+10+1*7+8-6/4*6*8/1*4-6+4*8*4*7-10/8+10+9/9*4-5+9-3*9-7/10+7/6+4*9-4-8*8*6+6*5*10-1
[924번 결과 수신]: -13.0
[935번 수식 전송]: 8*5-2-8+2+8/5+10+4+3-3+9*5*6/7/4
[925번 결과 수신]: -32.025
[936번 수식 전송]: 9-1+9/7*6*9*2+8+3-4-4*2-7*10+3+9/5+1/2/9+8+3+2/6+10*9/7*10*7*4/4-9/7/6*10+4/7/9/2+7
[926번 결과 수신]: -4619.738095238095
[937번 수식 전송]: 7*3*7/6-3*9-5+3/3-4+3+4*6+8-3/9-1-10*8+3*2/6-7+10/10-5-8/3*10/7
[927번 결과 수신]: -50.63690476190476
[938번 수식 전송]: 1*9+7*3/7/4+3/10/3/4-7*10*9/9-7+4-2-5*4+4*8/2/2-4/10/10/10/3
[928번 결과 수신]: 118.78888888888892
[939번 수식 전송]: 10+9-7+6+8*6*3/4+2/2/7-10+8/2-10-9+9+8+1-3-2*9+10/3*5-9-1-10*8-5+8+8/7-7/6/6+9/5/1/2*10/3*6
[929번 결과 수신]: -2275.9333333333334
[940번 수식 전송]: 7-10-7*7-7*9+9*9-4*2*4*2*3-10/8+3+4-2/4+4/5+3-6+10/5*9-2
[930번 결과 수신]: 66.1625
[941번 수식 전송]: 6-1+3*5/10+9-4+2*5/7-6*5/6+6/3/1/7*6/5+1*9/10
[931번 결과 수신]: 107.35
[942번 수식 전송]: 5*10+5+7-6+5*1+4*10/1+8/5+4-1/1
[932번 결과 수신]: -14.177083333333334
[943번 수식 전송]: 7-2/7/3*3+10-7/6/6/4-9/9*10*9/4*5/1+10*1-4*6/5-9+9*7*7+1
[933번 결과 수신]: 457.9888888888889
[944번 수식 전송]: 9/5*8/5-8-6-1+7*8*5*7*10-3/1*2*10-4/4-9/7*6*2-10/10*7-3/1+10-8-10/10-6/2/4+1*5-9/3*4-5/6/7*7-5+7-3/6*4+8
[934번 결과 수신]: 574.2166666666666
[945번 수식 전송]: 2*8/4*10/3-8-5-2/2/5-2+2-1-10*9/5*4/4-3/6/3*3*5+5/5-6
[935번 결과 수신]: 57.24285714285715
[946번 수식 전송]: 6-3-5/7+7-1*10+8+7*9-8-8/2+5-5/7+3-10*2+8+5-3-8+4*8-5-8/7*2+3*9+7*1-8/8-2*10+8/5
[936번 결과 수신]: 996.9349206349208
[947번 수식 전송]: 9+9+7*4+5-1*7-4*9*10+3*4+7+9
[937번 결과 수신]: -70.64285714285714
[948번 수식 전송]: 8-2-9-4*1/8/8/5+7-3-7/8/10
[938번 결과 수신]: -77.22633333333333
[949번 수식 전송]: 10+2/2-9-3/3-6/2*2-7-1-7-2/10/6-9+4+10*5/5+2/1*8+7+8/3+8-8+4*4-7-7+8-10/7-9/3-1*5+10-8/4/9/6-6-2-3+9-2
[950번 수식 전송]: 6*5*4*6*5+3*1+10+5+10+8+1-10+7*3+3*10
[939번 결과 수신]: -25.242063492063487
[951번 수식 전송]: 6-1/9*1/3*4-7*7*1-4-6+9+6-5-10+1+2-8*4-9*1*6/4*8*2+5*7+7/9*9*1*4
[940번 결과 수신]: -206.95
[952번 수식 전송]: 2*4-4/8+2/3-9/2*6/1-1/7-6+4+2*7+2/5/9/4/4+9*3/3/1*7+8-8-5+3*5/7-8/7+10+5-7-4*5/7*1/9-7+1
[953번 수식 전송]: 6/5-8/8-4-6/1*3-3*4+2+10-2/3*5-7+2/6+8*5*1-7+9*7*8/6*3*8/6
[941번 결과 수신]: 9.171428571428573
[954번 수식 전송]: 10/3*10*5/10+8*6/7-1/6+1
[942번 결과 수신]: 105.6
[955번 수식 전송]: 2/10*1/6-5-9*3/6/1+4*10/7-3-9-7
[943번 결과 수신]: 342.3656746031746
[956번 수식 전송]: 8-3-8/1*3/8/1/9+6-4/8+5+4+8-8+3*9*1-4+8-8*7+10/4*9/3*10+10/2*5+5*7+9*8-2+9*2/8+10-3/8/3-5+1*8+3+1
[944번 결과 수신]: 19501.868095238096
[957번 수식 전송]: 10-1*5*4-8*1*9-2+8/1+2*8*8*5*4/5-9/1-4+5/6+2+8*6/1+8*8*10*1+4*4/3/8*5*9-2/9
[945번 결과 수신]: -26.366666666666667
[958번 수식 전송]: 7/4*6*6/3*2-8*6+7-5+10*9+8-1-5/7*9+10*9+7+9+9/2/7
[946번 결과 수신]: 86.88571428571426
[959번 수식 전송]: 2/6+6/10-7-3*5*10+4*4+2+8/10*8-9*5*9*5/1-8/1*4-10/2+9/1*6+5*4-1/8-3*10/9-2*9/6/3-7*8/7
[947번 결과 수신]: -288
[960번 수식 전송]: 2*9/10-8-10/6-9+5/2/7*4-10/7-10+2*1-8*6/6*7*1-7*1-6*6-5/4+7*2/9*6*5-9*5*4/7-8-3*1-6+8+7+2/10/9*9-3
[948번 결과 수신]: 0.8999999999999998
[961번 수식 전송]: 7-1+6/2/8*5*1*3-10/2+9/6
[949번 결과 수신]: 17.167724867724868
[962번 수식 전송]: 6/10/8*4/6*1*3+3/8*5*5+4-3+5-6*3*3*8*4/9+4-4/5-3-6+2-5
[950번 결과 수신]: 3678
[963번 수식 전송]: 3-10*1-1+8/8-8-7-5/5+3/6/10*9*8*10
[951번 결과 수신]: -235.14814814814815
[964번 수식 전송]: 1-9-4-7/1-8*4+1-7+3*5+8-4
[952번 결과 수신]: 53.70912698412698
[965번 수식 전송]: 4+10*2*4+9+5-5-8+5-8*7*6-2/3/7/3+1*8+4
[953번 결과 수신]: 337.2
[966번 수식 전송]: 6*4*1+8+7-5-9/6/8*4*5-9-6*3+4+9-10-5+5*8*5+3*3/10*3*10/9
[954번 결과 수신]: 24.357142857142858
[967번 수식 전송]: 6*3+7-7/2-4-1+2+7+10-1+7*4-8*5/9+7*3-8/8+3/7*2
[955번 결과 수신]: -22.752380952380953
[968번 수식 전송]: 3/7/7+7/3/9*9/9*4-1*1*4+10-8+5/2-7
[956번 결과 수신]: 218.29166666666669
[969번 수식 전송]: 9*9*2*5*3+2/8/5-4+4*4+5+6/8/7-3+8/8/8/3+4-6/7+1
[970번 수식 전송]: 2+2-8/1*2-4+1/7*1+9-1*2-8+4-2*3+6/10*10*4-5/3/9+4*7+4-2/3/1-2/5+1+3*9*10*10
[957번 결과 수신]: 1143.611111111111
[971번 수식 전송]: 6/5*4/8-1*5/5+8/6+7+5+2+10+3+10*7
[958번 결과 수신]: 193.2142857142857
[972번 수식 전송]: 2/4-5+4*2/8-4-3-5*9+2*1*7+2-2-10+6-5*6-5+7+1-5+1+3*9*6-4*6+3+10+4+7/10/3-8-10*5*1*7+9*2-9
[959번 결과 수신]: -2132.125
[973번 수식 전송]: 5-8*5*1+7+2/4*1-1-2+6+7/5+9/4+10/10+1/10+3+8
[974번 수식 전송]: 5-3+3+4/3-6/2+6+4-10*5/6+4*10+2-8+2+4/8/6/8-3/4-7-3-4+9/2+6/2-1*10*3
[960번 결과 수신]: -108.96428571428571
[975번 수식 전송]: 2*6/5/3+8+4*6-2-3+6+3+4-10/9-9/8-5/2-9-6+7/9/4*8*4
[961번 결과 수신]: 8.125
[976번 수식 전송]: 10+10*3+4*10-8-2*7/3+7+7/9*3+2-8
[962번 결과 수신]: -185.275
[977번 수식 전송]: 6/9-9+6-6+8*3*10/1+9+6/8*4/2+5+6/7+7-4+3+6*2*10+1*3+6-9/2*4*4-1*10
[963번 결과 수신]: 13.0
[978번 수식 전송]: 3/10/6+6-10/8*3*4/8+2*6+5*5+4*4*2+4/4/8+6-4/4/8+4+2*6-6+9+3/3+4/3+6+2/10-6*3+4-8/2+3/1*7-3+3
[964번 결과 수신]: -38.0
[979번 수식 전송]: 2+4/4-4+1-10-2+6/5/10-3+5*7+6*8*1-4*6-1/3*3+7+8/10-2*1*2
[965번 결과 수신]: -234.03174603174602
[980번 수식 전송]: 5+9*5/6-2/9/10*6-6*3-1/4-1+3
[966번 결과 수신]: 204.25
[967번 결과 수신]: 78.91269841269842
[981번 수식 전송]: 2*2-8*9*9-6-10*10+8-5/5/7*7-2*9*9*10/7
[982번 수식 전송]: 9/3+4/6+5+10+5-2-8*1/5+6/9+10*9-7+5*9*4-6*7+1
[983번 수식 전송]: 2/3+7*6-8*1*9-5+2+1/2*1/4*9*8-10*2-4*3*1+9/2-5
[984번 수식 전송]: 3*9*8*8-10-9/7/4+6+8*7-9/6+5+5-4*5-9/4*8/1+3*3-9/10/3-3/6/3*10/10+2+3*3-7*9+8/4*7-8-2+8/4*1/7
[985번 수식 전송]: 2*5-7/5+8/1-1-7+9+3/6*8-10/5-5+9*9+1*10*7-8-9/1/2*8/10+10
[968번 결과 수신]: -5.401738473167044
[986번 수식 전송]: 7-10/2-5*10/1+8+3*5+3/8-9/8-7+6-10
[987번 수식 전송]: 7-4+10+8-1*9*1+10+8-10-7
[969번 결과 수신]: 2448.3416666666667
[988번 수식 전송]: 2-3-4/1*9-1*3/3/3/9-1/9/6
[970번 결과 수신]: 2736.8910052910055
[971번 결과 수신]: 97.93333333333334
[989번 수식 전송]: 2/3+7/7*9/5-9/10*1-6-7/1/7*8/4/4*9*9+8/10+9/8+2-3/9+10*7-7*5+2+3/2
[990번 수식 전송]: 6-2-5/7*7*3+7-10/8-3*5-6+2+3-4+2-6*1+3-5+4/10*6-1-5*10+5-1*5-7
[972번 결과 수신]: -270.26666666666665
[991번 수식 전송]: 10+4+8*7+6+8+6/4+6+10/10+3*4/5*9+3+5/10-8-10-1/3/3+9+9-3-5/2*2*10/3-10+6/1+6-2-9-8+4*2+8/1/7/1+10+7+1*10-4
[973번 결과 수신]: -8.75
[992번 수식 전송]: 3*2-10-9*2/7-3/8*3-3
[974번 결과 수신]: 3.7604166666666643
[993번 수식 전송]: 4+8-7*3-8/9-6/4+1-6/1/7-9+7-6*3+1-2/4/1*7+7/10*5-9/7/7*5/1*9-4-1+5/6-6-10+9
[975번 결과 수신]: 27.286111111111104
[994번 수식 전송]: 8/7-7/9+10+8/9*4/7/6/1/7+7+3-10-4*7/9/10/6-3+6*8+5/5+8*7+1+4/10+9-6*7+6/2-10+10*2/3-2/10
[976번 결과 수신]: 70.66666666666666
[995번 수식 전송]: 1/10*1-9/10-4+5*2/6/4*3/10*10/7-7+6+8*6+10
[977번 결과 수신]: 301.0238095238095
[996번 수식 전송]: 3*7/10+6-5+5*1/4-6*9-4+4/5/4/6+5-2*7*9+5*2/8-8/3/7*3/9-2+5/8/2-5-6-6/8/9/10*2/5*7-3+1*4
[978번 결과 수신]: 109.70833333333333
[997번 수식 전송]: 6/1+1+9*4/3/4/10*2+6
[979번 결과 수신]: 46.92
[998번 수식 전송]: 8/6*6*4+3/10/7+9+9*2+5/3-3*3-1*8/9-4-7+10/9*4-8+5*4
[980번 결과 수신]: -3.883333333333333
[999번 수식 전송]: 3-6+8*10*8+7+5-6-3-5+4/10/5
[981번 결과 수신]: -974.4285714285714
[982번 결과 수신]: 242.73333333333335
[1000번 수식 전송]: 1/1*2*9-7+3+1+8/4+6*2+1-4/6-3+1*8*2+10-3+9-3-6+5*6/6-9*4+4/4+4+2/7+6*7*10*4+7-8*2/5/1*5+4*1
[983번 결과 수신]: -55.833333333333336
[984번 결과 수신]: 1710.9976190476189
[985번 결과 수신]: 164.0
[986번 결과 수신]: -36.75
[987번 결과 수신]: 13
[988번 결과 수신]: -37.05555555555556
[989번 결과 수신]: -2.8416666666666757
[990번 결과 수신]: -86.85
[991번 결과 수신]: 112.96507936507935
[992번 결과 수신]: -10.696428571428571
[993번 결과 수신]: -49.67800453514739
[994번 결과 수신]: 80.19198790627362
[995번 결과 수신]: 52.37857142857143
[996번 결과 수신]: -185.20448412698414
[997번 결과 수신]: 13.6
[998번 결과 수신]: 56.265079365079366
[999번 결과 수신]: 635.08
[1000번 결과 수신]: 1698.6190476190477
[종료 요청] 1000개의 결과 수신 완료, 서버에 종료 요청 전송
[연결 종료] 서버와의 연결이 종료됨.
